open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1694649600000,1607.61000000,1644.29000000,1607.05000000,1626.47000000,275301.15050000,1694653199999,447913522.75155002,414952.00000000,138634.91200000,225589264.49306300,0
1694736000000,1626.48000000,1654.08000000,1611.42000000,1641.29000000,181340.02400000,1694739599999,295616593.10786498,313776.00000000,88087.76060000,143641063.63150799,0
1694822400000,1641.30000000,1653.17000000,1631.31000000,1634.40000000,99555.46710000,1694825999999,163144495.69107899,245713.00000000,43821.93810000,71819073.48656100,0
1694908800000,1634.40000000,1635.00000000,1612.00000000,1622.48000000,120227.41170000,1694912399999,195464805.89100298,264713.00000000,53504.64230000,86960701.56543399,0
1694995200000,1622.48000000,1669.50000000,1603.88000000,1636.66000000,279041.69780000,1694998799999,458235380.24668598,453410.00000000,138512.84180000,227475377.92370299,0
1695081600000,1636.66000000,1661.04000000,1626.32000000,1643.12000000,184282.42580000,1695085199999,302910996.59182799,350549.00000000,87617.88890000,144020378.48103300,0
1695168000000,1643.13000000,1649.34000000,1604.51000000,1622.26000000,232844.23470000,1695171599999,379255954.95170498,382581.00000000,110068.56250000,179266382.86945099,0
1695254400000,1622.27000000,1625.30000000,1567.77000000,1583.94000000,240627.54400000,1695257999999,384503484.65584099,368163.00000000,113477.52690000,181209870.85890901,0
1695340800000,1583.94000000,1602.68000000,1576.58000000,1593.08000000,124886.09100000,1695344399999,198987470.05588800,267398.00000000,59931.03820000,95501097.43361500,0
1695427200000,1593.07000000,1598.24000000,1587.45000000,1593.86000000,64537.13410000,1695430799999,102806906.08343101,217950.00000000,29897.50660000,47624962.92926800,0
1695513600000,1593.85000000,1601.12000000,1570.01000000,1580.71000000,137517.85330000,1695517199999,218549215.97400901,307377.00000000,69567.52880000,110560825.81027299,0
1695600000000,1580.71000000,1597.50000000,1563.01000000,1588.33000000,176706.92770000,1695603599999,279294486.72266102,405042.00000000,86242.67550000,136326196.38298199,0
1695686400000,1588.34000000,1599.78000000,1580.05000000,1594.01000000,125583.01610000,1695689999999,199551097.28954801,317309.00000000,60123.62820000,95545795.23509699,0
1695772800000,1594.02000000,1634.10000000,1583.50000000,1598.64000000,274404.43280000,1695776399999,440883556.96005398,478489.00000000,130309.72470000,209389151.24377599,0
1695859200000,1598.63000000,1668.21000000,1598.14000000,1652.99000000,331409.70150000,1695862799999,541873730.29669797,567825.00000000,161317.02190000,263716289.47712898,0
1695945600000,1653.00000000,1688.00000000,1648.37000000,1667.45000000,251975.67280000,1695949199999,420335662.09662801,494615.00000000,119324.55780000,199086852.66872901,0
1696032000000,1667.45000000,1694.32000000,1666.19000000,1670.89000000,136924.91410000,1696035599999,229630339.53543699,342315.00000000,74748.05190000,125347764.51287299,0
1696118400000,1670.89000000,1751.00000000,1668.00000000,1733.79000000,225611.58680000,1696121999999,383793846.18348801,495195.00000000,113996.16590000,194000592.08668798,0
1696204800000,1733.80000000,1744.00000000,1636.79000000,1662.40000000,378575.68980000,1696208399999,643680600.09260297,773990.00000000,181099.22020000,308057405.92135799,0
1696291200000,1662.41000000,1670.65000000,1643.00000000,1656.88000000,198287.11640000,1696294799999,328606758.39861703,530016.00000000,93742.61540000,155357300.32174700,0
1696377600000,1656.88000000,1657.66000000,1625.00000000,1646.58000000,222861.71670000,1696381199999,365919693.07998997,553269.00000000,105410.57680000,173086611.24806601,0
1696464000000,1646.58000000,1655.47000000,1606.73000000,1611.79000000,237378.74490000,1696467599999,386770321.77235198,545845.00000000,110822.14590000,180526551.03047100,0
1696550400000,1611.79000000,1662.00000000,1611.68000000,1645.03000000,220507.92860000,1696553999999,360565723.57884401,539488.00000000,109623.00060000,179235720.66966799,0
1696636800000,1645.03000000,1647.71000000,1630.03000000,1633.57000000,101241.57320000,1696640399999,165907550.80901301,288695.00000000,47002.98120000,77028514.72954500,0
1696723200000,1633.56000000,1641.40000000,1616.17000000,1632.84000000,149424.66350000,1696726799999,243516204.38871700,372636.00000000,72838.61570000,118698298.92276700,0
1696809600000,1632.85000000,1636.00000000,1546.00000000,1580.13000000,340141.09880000,1696813199999,540588837.45958900,646240.00000000,167250.98390000,265609380.01829502,0
1696896000000,1580.13000000,1594.90000000,1550.55000000,1567.63000000,240659.32870000,1696899599999,378967575.34008300,613660.00000000,122514.98030000,192965581.78925499,0
1696982400000,1567.62000000,1578.43000000,1544.26000000,1566.87000000,260253.96710000,1696985999999,406667649.14402199,605321.00000000,134785.48640000,210618804.52340001,0
1697068800000,1566.86000000,1568.56000000,1521.00000000,1539.61000000,237221.49770000,1697072399999,366335747.01366699,510960.00000000,110863.92500000,171195520.91783801,0
1697155200000,1539.61000000,1575.36000000,1537.76000000,1552.16000000,192205.87360000,1697158799999,297929349.18692499,520123.00000000,92439.20410000,143291580.64583901,0
1697241600000,1552.16000000,1561.72000000,1544.55000000,1554.94000000,100314.67540000,1697245199999,155648012.90784401,281561.00000000,41626.75670000,64617045.02605300,0
1697328000000,1554.94000000,1567.62000000,1547.44000000,1557.77000000,120311.27380000,1697331599999,187266232.06238601,316951.00000000,57789.47240000,89957330.73435299,0
1697414400000,1557.78000000,1639.43000000,1555.06000000,1599.42000000,418510.86440000,1697417999999,665124956.25363994,729569.00000000,215767.08560000,342929071.44598204,0
1697500800000,1599.41000000,1600.53000000,1551.08000000,1565.01000000,234817.06990000,1697504399999,370032208.15675402,475213.00000000,106364.46260000,167596650.46421400,0
1697587200000,1565.01000000,1585.42000000,1555.88000000,1563.44000000,177750.22530000,1697590799999,279357949.45458001,440577.00000000,87939.03430000,138219607.96215799,0
1697673600000,1563.45000000,1574.45000000,1541.61000000,1566.57000000,216217.66750000,1697677199999,336684246.04449600,469598.00000000,101807.26510000,158534910.77649599,0
1697760000000,1566.57000000,1630.40000000,1561.19000000,1603.89000000,315995.79200000,1697763599999,506065182.98231399,651738.00000000,158954.72470000,254549257.17093599,0
1697846400000,1603.88000000,1644.53000000,1592.36000000,1628.94000000,176419.40920000,1697849999999,285546594.56212997,463033.00000000,89419.90930000,144754684.68165699,0
1697932800000,1628.94000000,1667.80000000,1621.10000000,1663.70000000,228650.92250000,1697936399999,374841495.30439103,580843.00000000,108635.98610000,178084510.66694799,0
1698019200000,1663.69000000,1800.00000000,1657.07000000,1765.46000000,610931.96630000,1698022799999,1044121568.09905398,1167834.00000000,302609.53350000,517197485.18685299,0
1698105600000,1765.47000000,1854.38000000,1756.21000000,1784.98000000,674055.13750000,1698109199999,1216867823.89922500,1308532.00000000,335960.76130000,606671583.33911705,0
1698192000000,1784.98000000,1817.69000000,1760.00000000,1787.15000000,354410.82940000,1698195599999,634289515.56577897,774777.00000000,177656.30270000,318020760.74040300,0
1698278400000,1787.15000000,1865.54000000,1762.21000000,1803.38000000,431169.04530000,1698281999999,781481904.95969701,901019.00000000,216166.78560000,391693373.21916699,0
1698364800000,1803.39000000,1803.91000000,1744.66000000,1779.40000000,274532.69210000,1698368399999,488398895.21753699,594592.00000000,137263.46820000,244249949.51807600,0
1698451200000,1779.41000000,1803.23000000,1770.00000000,1776.20000000,122919.73820000,1698454799999,219588597.64105001,333711.00000000,59590.45430000,106460555.45935899,0
1698537600000,1776.21000000,1811.30000000,1762.66000000,1795.14000000,144110.65080000,1698541199999,258015412.93155399,371024.00000000,68282.97790000,122240383.72822499,0
1698624000000,1795.14000000,1829.84000000,1777.77000000,1809.04000000,277686.19200000,1698627599999,501228029.31760502,560359.00000000,134895.64800000,243576319.80932099,0
1698710400000,1809.03000000,1819.41000000,1780.99000000,1814.67000000,258074.57960000,1698713999999,464695558.99525404,577888.00000000,120112.91540000,216284275.88791600,0
1698796800000,1814.67000000,1857.66000000,1783.19000000,1846.99000000,471921.61840000,1698800399999,858744655.31150806,862416.00000000,234932.89940000,427830377.61923099,0
1698883200000,1846.99000000,1875.00000000,1785.01000000,1800.80000000,368738.21930000,1698886799999,674522153.76558900,790110.00000000,185623.84900000,339696387.31557101,0
1698969600000,1800.79000000,1834.58000000,1777.11000000,1832.71000000,315000.26780000,1698973199999,568244477.51770294,713592.00000000,148670.14460000,268213982.30877700,0
1699056000000,1832.70000000,1869.90000000,1824.03000000,1855.54000000,171538.03640000,1699059599999,315560482.70251602,463794.00000000,90964.88280000,167382926.70823699,0
1699142400000,1855.54000000,1912.67000000,1846.11000000,1891.71000000,383106.76280000,1699145999999,721508408.94399202,780672.00000000,194760.18480000,366825053.12650502,0
1699228800000,1891.71000000,1914.23000000,1868.48000000,1900.95000000,328746.23940000,1699232399999,622198937.15669203,717293.00000000,163547.45760000,309583391.10696101,0
1699315200000,1900.95000000,1906.99000000,1850.32000000,1885.27000000,332419.44060000,1699318799999,625566317.42704499,760921.00000000,157050.09940000,295599094.27211797,0
1699401600000,1885.26000000,1904.69000000,1872.51000000,1888.12000000,247881.09970000,1699405199999,468144576.74145401,514836.00000000,125671.61970000,237346429.60485601,0
1699488000000,1888.11000000,2132.00000000,1882.07000000,2121.32000000,1100330.32370000,1699491599999,2200484378.92985010,1657379.00000000,576184.41160000,1151326154.69537687,0
1699574400000,2121.33000000,2136.99000000,2064.61000000,2077.72000000,555573.64950000,1699577999999,1167220520.82826090,880646.00000000,270796.81850000,569032269.47012901,0
1699660800000,2077.72000000,2089.60000000,2030.30000000,2053.17000000,370966.03720000,1699664399999,763796737.40937495,675522.00000000,177075.17870000,364652650.68236399,0
1699747200000,2053.16000000,2066.50000000,2012.10000000,2044.68000000,281907.55900000,1699750799999,577153459.51571000,556231.00000000,142320.70720000,291430126.46568400,0
1699833600000,2044.69000000,2118.00000000,2028.49000000,2053.65000000,529143.58150000,1699837199999,1093862454.32137394,1025249.00000000,261963.73590000,541622293.08972096,0
1699920000000,2053.65000000,2064.96000000,1936.60000000,1979.39000000,481909.73300000,1699923599999,972032428.32657301,884487.00000000,227697.39860000,459505858.16015601,0
1700006400000,1979.40000000,2062.40000000,1967.01000000,2058.48000000,421870.80320000,1700009999999,847945999.66400003,731745.00000000,214270.80550000,430649792.14313197,0
1700092800000,2058.49000000,2090.40000000,1939.10000000,1961.77000000,545286.12970000,1700096399999,1101174547.30860901,991673.00000000,258249.24060000,521815881.91400898,0
1700179200000,1961.77000000,1991.50000000,1904.00000000,1960.82000000,401100.50690000,1700182799999,783561858.01188898,788071.00000000,190084.30410000,371312547.95541203,0
1700265600000,1960.82000000,1971.22000000,1916.00000000,1962.60000000,279368.22080000,1700269199999,543924395.73302805,535494.00000000,125794.98940000,245020429.99700999,0
1700352000000,1962.59000000,2015.75000000,1942.89000000,2011.47000000,251132.61920000,1700355599999,494600634.89114600,506631.00000000,126144.44170000,248644868.45796299,0
1700438400000,2011.47000000,2066.40000000,1990.00000000,2021.40000000,421717.67900000,1700441999999,854002757.45117199,751621.00000000,202758.58950000,410688842.47982299,0
1700524800000,2021.41000000,2034.60000000,1931.43000000,1933.01000000,490163.98630000,1700528399999,974304142.39717400,888864.00000000,228457.66450000,454169629.26029599,0
1700611200000,1933.01000000,2092.46000000,1928.41000000,2063.21000000,466120.51090000,1700614799999,943776525.65737998,796700.00000000,230629.99370000,466898382.31101400,0
1700697600000,2063.22000000,2088.94000000,2040.35000000,2062.20000000,250960.69580000,1700701199999,517482313.45225602,527877.00000000,125214.91690000,258240481.04709899,0
1700784000000,2062.21000000,2133.02000000,2059.37000000,2080.84000000,426932.54020000,1700787599999,894370772.51811397,672044.00000000,209685.71700000,439269617.03678298,0
1700870400000,2080.84000000,2090.54000000,2065.30000000,2083.09000000,138847.39300000,1700873999999,288887833.97800398,350920.00000000,69009.33430000,143596956.95353100,0
1700956800000,2083.10000000,2094.99000000,2036.42000000,2062.33000000,241262.91360000,1700960399999,499314260.83391500,510922.00000000,118774.15090000,245826217.30275601,0
1701043200000,2062.34000000,2071.24000000,1985.78000000,2027.50000000,326073.22980000,1701046799999,660673302.74005997,622522.00000000,159492.23910000,323207766.23646301,0
1701129600000,2027.50000000,2075.00000000,1995.15000000,2048.14000000,283775.92790000,1701133199999,578404413.95846796,606358.00000000,146633.56520000,298858840.66262698,0
1701216000000,2048.14000000,2075.70000000,2019.31000000,2028.81000000,254843.73190000,1701219599999,521225853.33225000,503614.00000000,125984.04410000,257660016.09729499,0
1701302400000,2028.80000000,2054.75000000,2020.85000000,2051.96000000,243680.09210000,1701305999999,496360388.66638499,458227.00000000,123357.98750000,251301504.63400301,0
1701388800000,2051.95000000,2110.87000000,2045.04000000,2087.24000000,372645.58600000,1701392399999,778670941.03376007,598646.00000000,193580.10240000,404463202.52867401,0
1701475200000,2087.24000000,2186.60000000,2086.25000000,2164.74000000,320979.97680000,1701478799999,684434398.68424499,618401.00000000,177507.90650000,378562669.28843397,0
1701561600000,2164.75000000,2217.27000000,2149.00000000,2192.95000000,257879.11360000,1701565199999,560343820.02850902,556948.00000000,135206.30790000,293879684.38655901,0
1701648000000,2192.96000000,2274.28000000,2191.00000000,2243.37000000,565307.71340000,1701651599999,1263069834.20861197,980117.00000000,283090.74670000,632410939.65829003,0
1701734400000,2243.36000000,2309.72000000,2188.33000000,2293.33000000,529829.72140000,1701737999999,1190597719.19322705,1018557.00000000,272102.51620000,611589710.74711001,0
1701820800000,2293.33000000,2312.23000000,2220.00000000,2232.70000000,408338.90560000,1701824399999,925926168.10934198,842212.00000000,201586.64380000,457181711.84181899,0
1701907200000,2232.70000000,2382.80000000,2222.00000000,2355.73000000,485190.06090000,1701910799999,1115389522.52305293,921917.00000000,253392.50300000,582277684.03791296,0
1701993600000,2355.74000000,2392.00000000,2336.34000000,2358.72000000,378569.81260000,1701997199999,893841920.83731997,713431.00000000,188434.41100000,444945340.37882704,0
1702080000000,2358.71000000,2403.00000000,2328.01000000,2340.49000000,287771.06640000,1702083599999,679437458.93125403,648813.00000000,143129.42620000,338059268.85995197,0
1702166400000,2340.48000000,2377.47000000,2320.00000000,2352.39000000,200037.21020000,1702169999999,469860963.94715297,464455.00000000,98846.24030000,232231421.44970500,0
1702252800000,2352.39000000,2355.00000000,2156.62000000,2225.12000000,640414.91660000,1702256399999,1426910964.96621990,1153316.00000000,310376.71830000,691367771.31758404,0
1702339200000,2225.11000000,2244.12000000,2166.00000000,2203.46000000,361588.90870000,1702342799999,799015127.41497397,804062.00000000,174479.15720000,385626460.74170899,0
1702425600000,2203.47000000,2284.02000000,2144.32000000,2260.16000000,418916.61540000,1702429199999,922420273.94725299,897019.00000000,208136.21200000,458517097.43953699,0
1702512000000,2260.16000000,2332.11000000,2228.20000000,2315.32000000,409508.09310000,1702515599999,934716057.65086401,918965.00000000,199995.25980000,456684016.25940698,0
1702598400000,2315.32000000,2317.81000000,2200.00000000,2220.50000000,333552.63280000,1702601999999,754022987.24772203,714102.00000000,158002.09790000,357145001.64517099,0
1702684800000,2220.51000000,2263.40000000,2210.00000000,2228.96000000,199285.92300000,1702688399999,446980227.08283502,528692.00000000,102517.14940000,229991096.38707799,0
1702771200000,2228.96000000,2248.68000000,2191.50000000,2196.52000000,225925.76750000,1702774799999,501306718.24280798,531241.00000000,110196.73310000,244591673.21800199,0
1702857600000,2196.53000000,2224.00000000,2116.60000000,2219.43000000,364103.11810000,1702861199999,789100505.03171098,769310.00000000,185328.36640000,401777681.85963601,0
1702944000000,2219.44000000,2255.00000000,2135.55000000,2177.91000000,383551.40490000,1702947599999,847060839.70839798,786067.00000000,199184.67690000,440190473.49901497,0
1703030400000,2177.90000000,2266.00000000,2156.00000000,2202.17000000,416841.62720000,1703033999999,922794580.70340204,867198.00000000,217937.72750000,482487428.03180999,0
1703116800000,2202.17000000,2279.31000000,2182.98000000,2239.61000000,453069.72520000,1703120399999,1010354340.13579905,848508.00000000,231043.88830000,515263188.51310802,0
1703203200000,2239.60000000,2343.15000000,2230.59000000,2324.54000000,591357.48800000,1703206799999,1358322906.95807791,1124820.00000000,304284.72800000,698670214.94879496,0
1703289600000,2324.54000000,2330.65000000,2265.00000000,2308.20000000,255626.93520000,1703293199999,586078143.24207902,588229.00000000,125338.90030000,287364940.98055702,0
1703376000000,2308.20000000,2326.19000000,2245.00000000,2264.05000000,307951.07600000,1703379599999,705420988.78504002,711200.00000000,149344.80480000,342167364.79642397,0
1703462400000,2264.04000000,2304.80000000,2253.10000000,2271.35000000,286277.16160000,1703465999999,652158658.25835097,613108.00000000,142610.65470000,324881292.11961502,0
1703548800000,2271.36000000,2274.99000000,2178.45000000,2230.88000000,410413.15910000,1703552399999,916097827.49845004,701701.00000000,204347.73880000,456146429.33845699,0
1703635200000,2230.88000000,2392.44000000,2211.88000000,2378.35000000,541537.35740000,1703638799999,1250873719.55066109,978666.00000000,275739.28200000,637066006.82783401,0
1703721600000,2378.35000000,2445.80000000,2335.00000000,2344.15000000,580459.98200000,1703725199999,1385456486.28619099,1241094.00000000,286686.85360000,684383781.91887605,0
1703808000000,2344.15000000,2385.41000000,2255.34000000,2299.20000000,450201.20690000,1703811599999,1049566350.12220895,990308.00000000,220819.11790000,515080529.83158398,0
1703894400000,2299.20000000,2322.84000000,2268.00000000,2291.68000000,210539.13270000,1703897999999,483369913.47884601,555932.00000000,104439.50030000,239815289.25653100,0
1703980800000,2291.68000000,2321.34000000,2258.88000000,2281.87000000,222175.87790000,1703984399999,510046689.18739599,548848.00000000,109570.80690000,251574412.24206299,0
1704067200000,2281.87000000,2352.37000000,2265.24000000,2352.04000000,216702.69140000,1704070799999,500451219.61280602,536670.00000000,112374.43700000,259588575.40024501,0
1704153600000,2352.05000000,2431.30000000,2341.00000000,2355.34000000,458041.66420000,1704157199999,1090922198.04909110,1028335.00000000,223746.24220000,532982278.47975200,0
1704240000000,2355.35000000,2385.45000000,2100.00000000,2209.72000000,798729.48690000,1704243599999,1797597895.17990398,1351067.00000000,401227.76080000,903126257.91575694,0
1704326400000,2209.72000000,2294.69000000,2201.91000000,2267.11000000,448844.05500000,1704329999999,1009072619.20677304,780771.00000000,234794.62830000,527905592.14952296,0
1704412800000,2267.11000000,2277.21000000,2206.17000000,2268.78000000,405568.00060000,1704416399999,910367621.18166196,758963.00000000,213615.44270000,479634490.30827999,0
1704499200000,2268.78000000,2270.00000000,2216.40000000,2240.78000000,194067.86560000,1704502799999,434867515.95915699,450441.00000000,96482.41730000,216188633.00675601,0
1704585600000,2240.77000000,2258.01000000,2203.46000000,2221.42000000,207138.69270000,1704589199999,463525159.25742900,516569.00000000,102848.67020000,230218378.95440000,0
1704672000000,2221.42000000,2358.20000000,2166.38000000,2330.44000000,539407.55470000,1704675599999,1221527410.44082212,1069027.00000000,279216.73100000,632217788.55807996,0
1704758400000,2330.43000000,2371.72000000,2226.78000000,2344.29000000,551454.99310000,1704761999999,1267764132.83607697,1196445.00000000,273075.88920000,627991032.60132396,0
1704844800000,2344.30000000,2643.10000000,2339.59000000,2584.38000000,1038388.66600000,1704848399999,2536320982.38854313,2010707.00000000,535126.43720000,1307342421.54056907,0
1704931200000,2584.37000000,2689.39000000,2566.01000000,2618.01000000,838712.25770000,1704934799999,2194916359.19164610,1693755.00000000,422894.05640000,1106947875.84467292,0
1705017600000,2618.01000000,2717.32000000,2458.00000000,2522.54000000,887457.76270000,1705021199999,2318179618.08691216,1860636.00000000,438363.57200000,1145981221.30549407,0
1705104000000,2522.55000000,2590.00000000,2497.50000000,2578.19000000,422061.23200000,1705107599999,1075466481.72041988,898845.00000000,218172.40570000,556065721.44368005,0
1705190400000,2578.18000000,2578.69000000,2470.00000000,2472.87000000,306207.74630000,1705193999999,774962904.80711699,732294.00000000,144164.47900000,364865278.47385699,0
1705276800000,2472.87000000,2553.82000000,2470.92000000,2511.78000000,315247.88190000,1705280399999,793871974.87160099,789378.00000000,159083.43660000,400685806.64176399,0
1705363200000,2511.79000000,2614.43000000,2500.05000000,2587.40000000,381077.62470000,1705366799999,972060398.77460003,1140088.00000000,201471.81520000,514039096.29154801,0
1705449600000,2587.41000000,2592.97000000,2506.75000000,2530.19000000,366281.34770000,1705453199999,933809190.34820795,1140624.00000000,180607.81460000,460417669.70201802,0
1705536000000,2530.20000000,2550.00000000,2428.56000000,2470.81000000,452090.10740000,1705539599999,1129803152.91478801,894355.00000000,213299.17890000,533210494.56816798,0
1705622400000,2470.81000000,2504.20000000,2415.20000000,2492.00000000,424209.00290000,1705625999999,1047352971.89337003,855044.00000000,206802.95850000,510669928.42324197,0
1705708800000,2491.99000000,2492.00000000,2454.20000000,2472.01000000,136620.95770000,1705712399999,337794603.14760000,418938.00000000,64429.72620000,159284530.83930200,0
1705795200000,2472.02000000,2482.18000000,2452.13000000,2457.05000000,122572.16870000,1705798799999,303022758.72808200,360446.00000000,61174.35550000,151252878.97845200,0
1705881600000,2457.06000000,2466.10000000,2303.59000000,2314.20000000,526337.64920000,1705885199999,1252505758.32290411,933793.00000000,245492.64200000,584077487.05425799,0
1705968000000,2314.19000000,2352.23000000,2168.07000000,2242.60000000,700105.33140000,1705971599999,1568448812.43809009,1204183.00000000,342792.23580000,768007673.88793504,0
1706054400000,2242.60000000,2264.60000000,2196.12000000,2235.02000000,359851.14960000,1706057999999,802477123.10851502,801012.00000000,175571.10550000,391550218.45457202,0
1706140800000,2235.02000000,2242.89000000,2171.30000000,2218.64000000,330426.60610000,1706144399999,731016014.38228905,756164.00000000,167421.81490000,370422421.76426601,0
1706227200000,2218.64000000,2282.36000000,2195.84000000,2267.68000000,363566.42550000,1706230799999,815753832.16317093,823603.00000000,182453.18340000,409362536.72305900,0
1706313600000,2267.67000000,2282.94000000,2251.40000000,2267.94000000,145109.38360000,1706317199999,329102144.45981503,416970.00000000,71016.41810000,161066722.42544699,0
1706400000000,2267.94000000,2308.24000000,2239.89000000,2256.90000000,209326.90870000,1706403599999,476534769.15889198,566626.00000000,104154.04960000,237191132.09913599,0
1706486400000,2256.90000000,2322.34000000,2233.80000000,2317.60000000,305528.07760000,1706489999999,696374288.61947298,681798.00000000,162757.94930000,370938691.79153597,0
1706572800000,2317.61000000,2391.98000000,2297.00000000,2343.01000000,372879.57910000,1706576399999,871148737.16665792,770660.00000000,183075.94900000,427968852.78869700,0
1706659200000,2343.00000000,2351.60000000,2263.57000000,2283.14000000,397116.18590000,1706662799999,920131584.29010403,922884.00000000,190645.60670000,441780164.05471897,0
1706745600000,2283.15000000,2311.72000000,2240.00000000,2304.28000000,310997.45380000,1706749199999,708868445.04675496,779472.00000000,158219.25580000,360682829.63350701,0
1706832000000,2304.28000000,2324.74000000,2281.94000000,2309.06000000,238230.51100000,1706835599999,549302201.69764197,574621.00000000,124140.55470000,286293198.37915999,0
1706918400000,2309.07000000,2329.98000000,2292.75000000,2296.49000000,133232.84500000,1706921999999,307866239.18644202,397464.00000000,67739.16040000,156542429.20219001,0
1707004800000,2296.50000000,2311.00000000,2266.00000000,2289.79000000,171232.04440000,1707008399999,393039532.45206797,506684.00000000,86355.84790000,198240508.08091101,0
1707091200000,2289.79000000,2338.41000000,2269.11000000,2301.83000000,236610.41200000,1707094799999,545576620.00256503,730863.00000000,119477.20730000,275457076.81282997,0
1707177600000,2301.84000000,2392.40000000,2299.00000000,2372.64000000,368942.74980000,1707181199999,864113645.78768098,861796.00000000,194747.05030000,455966832.43351501,0
1707264000000,2372.63000000,2444.44000000,2354.00000000,2425.10000000,342791.70130000,1707267599999,820475884.30352104,860357.00000000,170845.03340000,409066707.64434600,0
1707350400000,2425.09000000,2463.15000000,2411.01000000,2419.55000000,338040.05390000,1707353999999,821961943.65209603,894102.00000000,171666.22000000,417466887.60628998,0
1707436800000,2419.56000000,2525.00000000,2419.16000000,2486.56000000,492384.38500000,1707440399999,1222635531.62879300,1134276.00000000,267424.63820000,663906268.87270701,0
1707523200000,2486.56000000,2516.45000000,2471.57000000,2500.24000000,185099.59000000,1707526799999,461966177.39475602,622723.00000000,92100.74680000,229916992.53344300,0
1707609600000,2500.24000000,2539.63000000,2493.45000000,2507.21000000,219975.14710000,1707613199999,553430378.32506895,711081.00000000,108625.54970000,273332221.82282901,0
1707696000000,2507.22000000,2665.58000000,2472.00000000,2659.99000000,449501.77600000,1707699599999,1152087242.12635803,1019390.00000000,234514.58820000,600948748.23949695,0
1707782400000,2659.99000000,2686.12000000,2590.00000000,2639.99000000,502447.74500000,1707785999999,1328138932.92916894,1044885.00000000,251035.41080000,663739320.80016196,0
1707868800000,2639.99000000,2786.00000000,2618.40000000,2774.81000000,461670.69440000,1707872399999,1258639954.54766512,1090412.00000000,239546.56980000,653095961.20462501,0
1707955200000,2774.80000000,2867.65000000,2759.25000000,2822.59000000,481689.18740000,1707958799999,1353587492.51477504,1347619.00000000,243023.63420000,682988254.22000396,0
1708041600000,2822.58000000,2857.40000000,2740.00000000,2801.80000000,378070.80370000,1708045199999,1062271564.48785996,1123447.00000000,185179.05050000,520346616.72079802,0
1708128000000,2801.81000000,2804.21000000,2719.01000000,2785.93000000,243302.87590000,1708131599999,673711593.25171304,969157.00000000,119901.82840000,332078826.68692702,0
1708214400000,2785.92000000,2895.00000000,2764.25000000,2881.20000000,367987.88330000,1708217999999,1037802342.59328699,1311570.00000000,195921.89910000,552680229.20223498,0
1708300800000,2881.20000000,2984.52000000,2856.93000000,2944.80000000,446451.04010000,1708304399999,1302430726.12966108,1539410.00000000,227406.12000000,663377285.58220506,0
1708387200000,2944.80000000,3033.09000000,2874.56000000,3014.81000000,634681.74710000,1708390799999,1868745481.64754891,1517960.00000000,326652.00620000,962250454.92416704,0
1708473600000,3014.81000000,3017.15000000,2868.00000000,2967.90000000,595955.00330000,1708477199999,1746960179.79394007,1256455.00000000,304412.85950000,892448097.68690598,0
1708560000000,2967.91000000,3036.02000000,2906.51000000,2971.40000000,563525.99360000,1708563599999,1676206889.45140505,1205856.00000000,287462.40820000,855123373.24319601,0
1708646400000,2971.40000000,2993.80000000,2906.05000000,2922.24000000,428826.57870000,1708649999999,1261137725.51195192,1003464.00000000,213798.49070000,628768240.52666998,0
1708732800000,2922.25000000,3007.48000000,2906.40000000,2992.62000000,243854.07830000,1708736399999,721993808.56619298,718718.00000000,129344.76130000,382999668.62912798,0
1708819200000,2992.62000000,3122.00000000,2983.61000000,3112.59000000,412306.22370000,1708822799999,1257766106.54629898,1085332.00000000,214481.50730000,654277370.55054796,0
1708905600000,3112.60000000,3196.00000000,3036.59000000,3175.94000000,546722.77470000,1708909199999,1703165045.24149203,1391934.00000000,261235.60850000,814240988.84789693,0
1708992000000,3175.95000000,3288.14000000,3160.02000000,3242.36000000,625939.12210000,1708995599999,2025805516.97493291,1676466.00000000,313778.34230000,1015674724.02560103,0
1709078400000,3242.35000000,3488.00000000,3176.16000000,3383.10000000,947538.76600000,1709081999999,3153201034.91476297,2442603.00000000,475465.52590000,1583075300.15767097,0
1709164800000,3383.11000000,3522.81000000,3300.00000000,3340.09000000,759698.11230000,1709168399999,2608623102.49017000,2112875.00000000,391723.24190000,1346123911.22761607,0
1709251200000,3340.10000000,3450.00000000,3338.54000000,3433.43000000,412788.57730000,1709254799999,1405295834.57269406,1263130.00000000,199773.66220000,680364451.59478498,0
1709337600000,3433.42000000,3460.04000000,3390.01000000,3421.40000000,283984.94480000,1709341199999,971756920.45120895,926113.00000000,138242.27780000,473033589.27969497,0
1709424000000,3421.39000000,3491.80000000,3360.00000000,3487.81000000,341631.53100000,1709427599999,1172272660.98448992,1116823.00000000,168839.16330000,579484704.66524303,0
1709510400000,3487.80000000,3640.94000000,3423.78000000,3627.76000000,715360.63610000,1709513999999,2526905041.93918991,1953764.00000000,355054.02440000,1255112595.62117600,0
1709596800000,3627.75000000,3822.04000000,3200.00000000,3553.65000000,1392904.86400000,1709600399999,5043847679.68348026,3265582.00000000,683199.44230000,2476743374.29051495,0
1709683200000,3553.66000000,3900.00000000,3499.40000000,3818.59000000,969494.71000000,1709686799999,3652250924.27773714,2555462.00000000,479721.07800000,1807560970.84809899,0
