time,BTCUSDT_Open,ETHUSDT_Open,SOLUSDT_Open,DOGEUSDT_Open
2024-09-03,59132.12,2538.0,134.95,0.09912
2024-09-04,57487.74,2425.28,127.54,0.09678
2024-09-05,57970.9,2450.71,133.64,0.09799
2024-09-06,56180.0,2368.81,129.4,0.09842
2024-09-07,53962.97,2225.24,125.05,0.09255
2024-09-08,54160.86,2273.58,127.72,0.0954
2024-09-09,54869.95,2297.3,130.15,0.09616
2024-09-10,57042.01,2359.51,135.07,0.10375
2024-09-11,57635.99,2388.52,135.64,0.10279
2024-09-12,57338.0,2340.54,132.43,0.10132
2024-09-13,58132.31,2361.75,136.06,0.10269
2024-09-14,60497.99,2439.19,139.02,0.10695
2024-09-15,59993.02,2417.8,137.15,0.1054
2024-09-16,59132.0,2316.09,131.38,0.1028
2024-09-17,58213.99,2295.67,131.47,0.09965
2024-09-18,60313.99,2341.79,131.54,0.10111
2024-09-19,61759.98,2374.74,134.34,0.10384
2024-09-20,62948.0,2465.21,142.88,0.10498
2024-09-21,63201.05,2561.4,146.67,0.10555
2024-09-22,63348.97,2612.4,149.42,0.10994
2024-09-23,63578.76,2580.99,144.64,0.10632
2024-09-24,63339.99,2646.98,144.79,0.10807
2024-09-25,64262.7,2653.2,152.74,0.10977
2024-09-26,63152.01,2580.09,147.97,0.10851
2024-09-27,65173.99,2632.25,155.54,0.11817
2024-09-28,65769.95,2694.43,157.63,0.12352
2024-09-29,65858.0,2675.21,156.75,0.12807
2024-09-30,65602.01,2657.62,158.47,0.12438
2024-10-01,63327.6,2602.24,152.51,0.11421
2024-10-02,60804.92,2447.78,145.12,0.10686
2024-10-03,60649.27,2364.09,140.18,0.10462
2024-10-04,60752.72,2349.8,136.81,0.10506
2024-10-05,62086.0,2414.41,143.24,0.10924
2024-10-06,62058.01,2414.66,142.59,0.10941
2024-10-07,62819.91,2440.02,146.47,0.11159
2024-10-08,62224.01,2422.7,143.97,0.10841
2024-10-09,62160.5,2440.88,143.5,0.10709
2024-10-10,60636.01,2370.47,139.33,0.10795
2024-10-11,60326.4,2386.49,139.04,0.10603
2024-10-12,62539.99,2439.49,145.52,0.11077
2024-10-13,63206.23,2476.4,146.39,0.11138
2024-10-14,62870.02,2468.92,147.74,0.1114
2024-10-15,66084.0,2629.79,157.59,0.11669
2024-10-16,67074.14,2607.41,154.76,0.11748
2024-10-17,67620.0,2611.1,154.28,0.12574
2024-10-18,67421.78,2605.79,150.5,0.12967
2024-10-19,68427.99,2642.17,154.93,0.13718
2024-10-20,68377.99,2648.2,159.79,0.14408
2024-10-21,69032.0,2746.91,167.4,0.14214
2024-10-22,67377.5,2666.71,166.16,0.14364
2024-10-23,67426.01,2622.81,167.6,0.1397
2024-10-24,66668.65,2524.6,170.86,0.13998
2024-10-25,68198.27,2535.82,177.19,0.14189
2024-10-26,66698.32,2440.63,164.91,0.13161
2024-10-27,67092.76,2482.51,170.87,0.13747
2024-10-28,68021.69,2507.8,176.63,0.14427
2024-10-29,69962.21,2567.49,178.28,0.16145
2024-10-30,72736.41,2638.8,179.43,0.17586
2024-10-31,72344.75,2659.19,174.87,0.16828
2024-11-01,70292.01,2518.61,168.69,0.16164
2024-11-02,69496.0,2511.49,166.11,0.15917
2024-11-03,69374.74,2494.23,166.16,0.15955
2024-11-04,68775.99,2457.73,162.52,0.15139
2024-11-05,67850.01,2398.21,157.95,0.15822
2024-11-06,69372.01,2422.6,166.63,0.16999
2024-11-07,75571.99,2721.88,186.59,0.19646
2024-11-08,75857.89,2895.47,196.36,0.19325
2024-11-09,76509.78,2961.75,199.86,0.20197
2024-11-10,76677.46,3126.2,199.89,0.21891
2024-11-11,80370.01,3183.2,210.07,0.27781
2024-11-12,88648.0,3371.59,222.12,0.35135
2024-11-13,87952.0,3243.79,211.63,0.37995
2024-11-14,90375.21,3187.16,215.14,0.39899
2024-11-15,87325.59,3058.81,209.57,0.36258
2024-11-16,91032.08,3090.01,218.44,0.3815
2024-11-17,90587.98,3132.88,215.72,0.36421
2024-11-18,89855.98,3075.99,237.47,0.36704
2024-11-19,90464.07,3207.81,239.79,0.37113
2024-11-20,92310.8,3107.45,237.64,0.39067
2024-11-21,94286.56,3069.97,235.48,0.37778
2024-11-22,98317.12,3355.88,256.38,0.38664
2024-11-23,98892.0,3327.78,256.9,0.41277
2024-11-24,97672.4,3393.91,254.9,0.43016
2024-11-25,97900.05,3361.21,252.74,0.43026
2024-11-26,93010.01,3414.49,234.18,0.39263
2024-11-27,91965.16,3324.74,230.69,0.38705
2024-11-28,95863.11,3653.27,241.96,0.40093
2024-11-29,95643.99,3578.8,237.58,0.4016
2024-11-30,97460.0,3592.22,243.33,0.42635
2024-12-01,96407.99,3703.59,237.6,0.4216
2024-12-02,97185.17,3707.61,236.79,0.44045
2024-12-03,95840.61,3643.43,225.73,0.42457
2024-12-04,95849.69,3614.51,233.92,0.40632
2024-12-05,98587.32,3837.8,229.15,0.43274
2024-12-06,96945.63,3785.21,235.84,0.42683
2024-12-07,99740.84,3998.87,236.87,0.43468
2024-12-08,99831.99,3996.22,238.14,0.45283
2024-12-09,101109.6,4004.15,237.02,0.46635
2024-12-10,97276.48,3712.0,216.62,0.41403
2024-12-11,96593.0,3628.24,213.6,0.39391
2024-12-12,101125.0,3831.82,227.29,0.41402
2024-12-13,100004.29,3881.6,226.95,0.40611
2024-12-14,101424.24,3906.8,224.79,0.40901
2024-12-15,101420.0,3870.3,219.94,0.39827
2024-12-16,104463.99,3959.09,224.26,0.40659
2024-12-17,106058.65,3986.24,216.19,0.40195
2024-12-18,106133.74,3893.01,223.16,0.39415
2024-12-19,100204.01,3626.8,206.53,0.35825
2024-12-20,97461.86,3417.01,193.82,0.31431
2024-12-21,97805.44,3472.2,194.48,0.31792
2024-12-22,97292.0,3338.92,181.46,0.32042
2024-12-23,95186.28,3281.83,180.53,0.31263
2024-12-24,94881.47,3422.53,190.12,0.32497
2024-12-25,98663.58,3493.17,197.09,0.3371
2024-12-26,99429.61,3497.0,197.45,0.33434
2024-12-27,95791.6,3335.04,188.46,0.31274
2024-12-28,94299.03,3333.51,184.22,0.31187
2024-12-29,95300.0,3404.01,195.5,0.32439
2024-12-30,93738.19,3356.48,189.94,0.31435
2024-12-31,92792.05,3361.83,191.37,0.31396
2025-01-01,93576.0,3337.78,189.31,0.316
2025-01-02,94591.78,3360.39,194.28,0.32513
2025-01-03,96984.79,3455.68,208.3,0.33894
2025-01-04,98174.17,3609.0,218.0,0.37989
2025-01-05,98220.51,3656.88,216.67,0.39482
2025-01-06,98363.61,3636.0,213.41,0.38231
2025-01-07,102235.6,3687.44,218.22,0.38782
2025-01-08,96954.6,3381.31,202.17,0.348
2025-01-09,95060.61,3327.29,197.48,0.3423
2025-01-10,92552.49,3219.2,184.96,0.32099
2025-01-11,94726.1,3267.05,187.69,0.33388
2025-01-12,94599.99,3282.83,188.09,0.3412
2025-01-13,94545.07,3267.3,188.5,0.33591
2025-01-14,94536.11,3137.51,182.86,0.33808
2025-01-15,96560.85,3225.63,187.57,0.35591
2025-01-16,100497.35,3451.51,205.86,0.38537
2025-01-17,99987.3,3308.04,211.15,0.37649
2025-01-18,104077.47,3473.64,219.52,0.41525
2025-01-19,104556.23,3307.71,261.97,0.39641
2025-01-20,101331.57,3215.2,252.4,0.35839
2025-01-21,102260.0,3283.99,242.18,0.35456
2025-01-22,106143.82,3327.55,250.33,0.37178
2025-01-23,103706.66,3242.61,257.37,0.36291
2025-01-24,103910.35,3338.22,253.12,0.35207
2025-01-25,104870.51,3310.1,253.36,0.35086
2025-01-26,104746.86,3318.76,256.4,0.35351
2025-01-27,102620.01,3232.61,240.49,0.33604
2025-01-28,102082.83,3182.44,234.9,0.33398
2025-01-29,101335.52,3077.72,227.06,0.31872
2025-01-30,103733.25,3113.9,228.16,0.32405
2025-01-31,104722.94,3247.38,238.3,0.33154
2025-02-01,102429.56,3300.99,231.77,0.3289
2025-02-02,100635.66,3117.54,213.03,0.30793
2025-02-03,97700.59,2869.68,203.52,0.26809
2025-02-04,101328.51,2879.89,216.27,0.28484
2025-02-05,97763.14,2731.19,206.64,0.26346
2025-02-06,96612.44,2788.25,196.12,0.25617
2025-02-07,96554.35,2686.63,189.53,0.24788
2025-02-08,96506.8,2622.11,192.0,0.24652
2025-02-09,96444.75,2632.46,199.32,0.25287
2025-02-10,96462.75,2627.18,200.47,0.2489
2025-02-11,97430.82,2661.19,200.47,0.25541
2025-02-12,95778.21,2602.59,197.95,0.25305
2025-02-13,97870.0,2738.27,196.78,0.26419
2025-02-14,96608.13,2675.87,194.24,0.26245
2025-02-15,97500.47,2725.95,199.4,0.2718
2025-02-16,97569.67,2693.04,194.47,0.27174
2025-02-17,96118.12,2661.41,188.26,0.26555
2025-02-18,95780.01,2744.05,177.53,0.25819
2025-02-19,95671.74,2672.0,169.32,0.25137
2025-02-20,96644.37,2715.51,168.94,0.2548
2025-02-21,98305.01,2738.04,176.0,0.25473
2025-02-22,96181.99,2663.0,168.94,0.23966
2025-02-23,96551.01,2763.23,172.07,0.24657
2025-02-24,96258.0,2819.7,167.94,0.24285
2025-02-25,91552.88,2513.52,141.81,0.21044
2025-02-26,88680.39,2495.69,144.33,0.21158
2025-02-27,84250.09,2336.38,135.33,0.20355
2025-02-28,84708.57,2307.72,137.68,0.20688
2025-03-01,84349.95,2237.59,148.18,0.20184
2025-03-02,86064.54,2217.4,143.66,0.20673
2025-03-03,94269.99,2518.12,178.72,0.2393
2025-03-04,86221.16,2149.02,142.16,0.19914
2025-03-05,87281.98,2171.5,144.8,0.19905
2025-03-06,90606.0,2241.59,146.27,0.20471
2025-03-07,89931.88,2202.21,143.3,0.20152
2025-03-08,86801.74,2141.6,139.39,0.19843
2025-03-09,86222.46,2203.57,137.01,0.19234
2025-03-10,80734.48,2020.43,126.52,0.1681
2025-03-11,78595.86,1865.11,118.32,0.15409
2025-03-12,82932.99,1923.42,125.35,0.16453
2025-03-13,83680.12,1908.2,126.61,0.17244
2025-03-14,81115.78,1864.59,123.36,0.16523
2025-03-15,83983.19,1911.64,133.53,0.17194
2025-03-16,84338.44,1937.18,135.86,0.17593
2025-03-17,82574.52,1887.01,126.13,0.16818
2025-03-18,84010.02,1926.3,128.01,0.17333
2025-03-19,82715.03,1931.54,125.33,0.16803
2025-03-20,86845.93,2056.05,135.33,0.178
2025-03-21,84223.38,1983.79,127.6,0.16948
2025-03-22,84088.79,1965.74,128.47,0.16727
2025-03-23,83840.59,1980.68,128.5,0.16737
2025-03-24,86082.5,2005.99,132.85,0.17261
2025-03-25,87498.16,2081.2,141.01,0.18299
2025-03-26,87392.88,2066.16,143.64,0.19063
2025-03-27,86909.17,2009.52,137.35,0.1949
2025-03-28,87232.01,2003.67,138.44,0.19047
2025-03-29,84424.38,1896.9,129.5,0.18024
2025-03-30,82648.53,1828.09,124.58,0.16958
2025-03-31,82390.0,1807.74,124.83,0.16653
2025-04-01,82550.0,1822.43,124.53,0.16666
2025-04-02,85158.35,1904.98,126.68,0.17399
2025-04-03,82516.28,1795.21,117.42,0.16383
2025-04-04,83213.09,1817.23,117.17,0.16232
2025-04-05,83889.87,1816.88,122.8,0.17128
2025-04-06,83537.99,1806.02,120.33,0.16898
2025-04-07,78430.0,1580.77,105.9,0.14927
2025-04-08,79163.24,1553.04,106.98,0.14958
2025-04-09,76322.42,1473.41,105.4,0.14225
2025-04-10,82615.22,1669.51,119.05,0.1603
2025-04-11,79607.3,1522.24,112.8,0.15356
2025-04-12,83423.83,1566.85,121.41,0.16003
2025-04-13,85276.91,1644.19,132.24,0.16764
2025-04-14,83760.0,1597.76,128.38,0.1626
2025-04-15,84591.58,1623.78,129.41,0.15854
2025-04-16,83643.99,1588.77,126.1,0.15356
2025-04-17,84030.38,1577.15,131.33,0.15472
2025-04-18,84947.92,1583.63,134.84,0.15589
2025-04-19,84474.7,1588.6,134.05,0.15758
2025-04-20,85077.0,1613.26,139.86,0.15735
2025-04-21,85179.24,1587.36,137.86,0.15527
2025-04-22,87516.22,1579.57,136.57,0.15939
2025-04-23,93442.99,1756.25,148.78,0.17864
2025-04-24,93691.07,1795.08,151.1,0.17864
2025-04-25,93980.47,1769.64,152.55,0.18254
2025-04-26,94638.68,1784.6,150.82,0.18159
2025-04-27,94628.0,1820.87,149.22,0.18193
2025-04-28,93749.29,1791.29,147.97,0.17932
2025-04-29,95011.18,1799.88,147.84,0.17908
2025-04-30,94256.82,1797.81,146.3,0.17465
2025-05-01,94172.0,1793.62,147.54,0.17224
2025-05-02,96489.9,1838.1,150.85,0.18065
2025-05-03,96887.13,1842.2,148.04,0.18151
2025-05-04,95856.42,1833.52,146.71,0.17565
2025-05-05,94277.61,1808.86,143.94,0.17048
2025-05-06,94733.68,1820.19,146.72,0.17062
2025-05-07,96834.02,1817.0,146.89,0.1722
2025-05-08,97030.5,1811.11,147.32,0.17201
2025-05-09,103261.61,2207.39,164.46,0.19818
2025-05-10,102971.99,2345.04,172.77,0.2053
2025-05-11,104809.53,2583.22,177.89,0.25062
2025-05-12,104118.0,2514.58,173.2,0.23181
2025-05-13,102791.32,2495.48,174.22,0.23102
2025-05-14,104103.72,2679.71,183.75,0.24078
2025-05-15,103507.83,2609.75,176.63,0.23279
2025-05-16,103763.71,2548.7,169.16,0.2194
2025-05-17,103463.9,2537.13,167.4,0.22111
2025-05-18,103126.65,2475.09,165.94,0.21458
2025-05-19,106454.27,2497.78,173.3,0.23309
2025-05-20,105573.73,2528.14,166.87,0.22446
2025-05-21,106850.0,2524.19,168.59,0.22626
2025-05-22,109643.99,2551.0,173.54,0.23404
2025-05-23,111696.22,2664.83,179.68,0.24559
2025-05-24,107318.3,2526.49,174.0,0.22521
2025-05-25,107761.9,2530.41,175.87,0.22512
2025-05-26,109004.2,2551.22,175.75,0.22491
2025-05-27,109434.78,2563.7,174.92,0.22596
2025-05-28,108938.17,2660.81,176.72,0.22599
2025-05-29,107781.78,2681.61,172.22,0.22096
2025-05-30,105589.75,2631.39,166.71,0.21487
2025-05-31,103985.47,2531.35,156.2,0.19358
2025-06-01,104591.88,2528.06,156.45,0.19251
2025-06-02,105642.93,2539.2,157.68,0.19364
2025-06-03,105858.0,2607.42,156.83,0.19507
2025-06-04,105376.9,2593.35,155.19,0.19311
2025-06-05,104696.86,2607.68,153.27,0.18811
2025-06-06,101508.69,2414.02,144.28,0.17106
2025-06-07,104288.43,2476.1,147.82,0.17878
2025-06-08,105552.15,2524.64,150.07,0.1851
2025-06-09,105734.01,2509.84,152.45,0.18417
2025-06-10,110263.02,2680.13,161.16,0.1949
2025-06-11,110274.39,2816.41,165.12,0.19851
2025-06-12,108645.13,2771.6,160.98,0.19294
2025-06-13,105671.74,2642.66,152.32,0.18111
2025-06-14,106066.59,2579.19,148.6,0.18041
2025-06-15,105414.63,2530.77,144.65,0.17825
2025-06-16,105594.02,2547.62,152.97,0.17554
2025-06-17,106794.53,2544.17,150.73,0.17271
2025-06-18,104551.17,2509.95,147.58,0.16936
2025-06-19,104886.79,2525.0,146.35,0.17069
2025-06-20,104658.59,2521.13,147.04,0.17091
2025-06-21,103297.98,2406.49,140.11,0.16235
2025-06-22,102120.02,2295.72,135.43,0.15448
2025-06-23,100963.87,2227.7,131.71,0.15128
2025-06-24,105333.94,2411.66,144.51,0.16377
2025-06-25,106083.0,2448.46,145.93,0.16572
2025-06-26,107340.59,2418.5,143.57,0.16458
2025-06-27,106947.06,2415.96,139.05,0.16002
2025-06-28,107047.58,2423.17,142.09,0.16105
2025-06-29,107296.79,2435.62,150.73,0.16362
2025-06-30,108356.93,2500.09,153.32,0.16945
2025-07-01,107146.51,2485.47,154.82,0.16518
2025-07-02,105681.13,2405.01,146.87,0.15779
2025-07-03,108849.59,2570.41,152.28,0.16868
2025-07-04,109584.77,2591.26,152.35,0.17201
2025-07-05,107984.25,2508.04,147.69,0.16289
2025-07-06,108198.12,2516.42,147.55,0.16422
2025-07-07,109203.85,2570.35,151.86,0.17196
2025-07-08,108262.94,2542.3,148.89,0.16793
2025-07-09,108922.99,2615.25,151.68,0.17094
2025-07-10,111234.0,2768.74,157.06,0.18053
2025-07-11,116010.01,2951.29,164.33,0.19508
2025-07-12,117527.66,2958.21,162.92,0.20103
2025-07-13,117420.0,2943.29,160.7,0.19741
2025-07-14,119086.65,2972.03,161.15,0.19855
2025-07-15,119841.17,3013.61,162.21,0.19748
2025-07-16,117758.08,3137.9,163.98,0.1992
2025-07-17,118630.44,3371.35,173.62,0.21269
2025-07-18,119177.56,3476.88,175.88,0.21826
2025-07-19,117924.84,3546.92,177.28,0.2358
2025-07-20,117840.01,3592.0,176.97,0.24142
2025-07-21,117265.11,3756.69,181.44,0.27375
2025-07-22,117380.36,3762.32,195.72,0.27142
2025-07-23,119954.43,3746.21,205.7,0.27094
2025-07-24,118756.0,3628.29,189.4,0.24078
2025-07-25,118340.98,3706.95,182.88,0.23219
2025-07-26,117614.31,3724.97,186.75,0.23673
2025-07-27,117919.99,3741.11,184.89,0.23544
2025-07-28,119415.56,3872.11,188.64,0.24071
2025-07-29,118062.32,3799.0,183.1,0.22616
2025-07-30,117950.75,3793.79,181.47,0.22392
2025-07-31,117840.29,3810.0,177.77,0.21998
2025-08-01,115764.07,3698.39,172.22,0.20975
2025-08-02,113297.92,3488.21,162.71,0.20098
2025-08-03,112546.35,3393.94,158.49,0.19098
2025-08-04,114208.81,3496.75,161.98,0.19875
2025-08-05,115055.03,3720.99,169.55,0.21038
2025-08-06,114129.75,3612.01,164.09,0.19982
2025-08-07,114992.27,3683.31,168.1,0.20525
2025-08-08,117472.02,3910.3,175.37,0.22228
2025-08-09,116674.74,4009.51,176.79,0.23039
2025-08-10,116462.25,4260.63,179.96,0.23995
2025-08-11,119294.27,4250.58,182.67,0.23385
2025-08-12,118686.0,4223.22,174.83,0.22208
2025-08-13,120134.09,4590.52,191.77,0.23582
2025-08-14,123306.44,4749.31,201.51,0.24483
2025-08-15,118295.09,4546.84,192.46,0.22381
2025-08-16,117342.04,4439.47,185.71,0.22885
2025-08-17,117380.66,4422.0,189.61,0.23115
2025-08-18,117405.01,4472.34,191.0,0.23457
2025-08-19,116227.05,4312.99,182.94,0.22262
2025-08-20,112872.95,4075.58,176.22,0.20944
2025-08-21,114271.23,4336.16,187.95,0.22168
2025-08-22,112500.0,4225.3,180.3,0.21473
2025-08-23,116936.0,4832.07,200.69,0.24054
2025-08-24,115438.06,4778.4,204.15,0.23631
2025-08-25,113493.59,4780.15,205.99,0.23182
2025-08-26,110111.98,4376.17,187.19,0.20965
2025-08-27,111763.22,4600.63,195.85,0.21839
2025-08-28,111262.01,4506.71,202.95,0.21891
2025-08-29,112566.9,4511.2,214.43,0.22438
2025-08-30,108377.4,4360.18,205.09,0.21391
2025-08-31,108816.33,4373.7,202.7,0.21595
2025-09-01,108246.36,4391.83,200.62,0.21371
2025-09-02,109237.43,4314.5,197.32,0.21074
2025-09-03,111240.01,4326.49,209.64,0.21489
2025-09-04,111705.72,4450.46,210.77,0.2203
2025-09-05,110730.87,4297.56,202.32,0.21241
2025-09-06,110660.0,4307.46,203.37,0.21788
2025-09-07,110187.98,4273.15,200.17,0.21595
2025-09-08,111137.35,4306.19,206.35,0.22876
2025-09-09,112065.23,4306.36,214.11,0.24165
2025-09-10,111546.38,4310.08,217.22,0.24063
2025-09-11,113960.0,4349.33,224.06,0.24535
2025-09-12,115482.69,4458.83,228.73,0.25604
2025-09-13,116029.41,4712.16,242.18,0.2755
2025-09-14,115918.29,4666.54,242.38,0.28937
2025-09-15,115268.01,4604.48,239.75,0.27795
2025-09-16,115349.71,4523.74,234.32,0.2683
2025-09-17,116788.96,4501.3,236.96,0.26994
2025-09-18,116447.6,4590.54,244.84,0.28257
2025-09-19,117073.53,4587.66,247.5,0.27856
2025-09-20,115632.39,4468.59,238.53,0.26526
2025-09-21,115685.63,4480.41,239.48,0.26758
2025-09-22,115232.29,4444.98,236.16,0.26074
2025-09-23,112650.99,4199.09,220.39,0.24123
2025-09-24,111998.8,4164.25,213.29,0.23709
2025-09-25,113307.01,4152.81,211.61,0.24107
2025-09-26,108994.49,3874.35,192.73,0.22292
2025-09-27,109643.46,4032.24,205.16,0.23244
2025-09-28,109635.85,4018.39,203.47,0.23077
2025-09-29,112163.96,4142.16,210.83,0.23735
2025-09-30,114311.97,4215.07,212.74,0.23478
2025-10-01,114048.94,4145.15,208.68,0.23294
2025-10-02,118594.99,4348.03,222.04,0.24906
2025-10-03,120529.35,4484.35,234.74,0.26201
2025-10-04,122232.21,4512.88,232.84,0.25819
